symbol;available_exchanges;currency_base;currency_quote
PPT/ETH;"[""HitBTC"",""Kucoin"",""Mercatox""]";Populous;Ethereum
PPT/EUR;"[""Synthetic""]";Populous;Euro
PPT/TRY;"[""Vebitcoin""]";Populous;Turkish Lira
PPT/USD;"[""OKEx"",""Synthetic""]";Populous;US Dollar
PRE/BTC;"[""HitBTC""]";Presearch;Bitcoin
PRE/ETH;"[""HitBTC""]";Presearch;Ethereum
PRES/BTC;"[""Livecoin""]";President Trump;Bitcoin
PRES/USD;"[""Synthetic""]";President Trump;US Dollar
PRE/USD;"[""Synthetic""]";Presearch;US Dollar
PRG/BTC;"[""YoBit""]";Paragon;Bitcoin
PRG/ETH;"[""YoBit""]";Paragon;Ethereum
PRG/USD;"[""Synthetic""]";Paragon;US Dollar
PRIMU/USD;"[""Synthetic""]";Primulon;US Dollar
PRIV/BTC;"[""Crex24""]";PRiVCY;Bitcoin
PRIV/ETH;"[""Crex24""]";PRiVCY;Ethereum
PRIV/USD;"[""Synthetic""]";PRiVCY;US Dollar
PRIX/BTC;"[""Mercatox"",""YoBit""]";Privatix;Bitcoin
PRIX/USD;"[""Synthetic""]";Privatix;US Dollar
PRM/USD;"[""Synthetic""]";PrismChain;US Dollar
PRN/USD;"[""Synthetic""]";Protean;US Dollar
PRO/BTC;"[""Huobi""]";Propy;Bitcoin
PROC/BTC;"[""HitBTC""]";ProCurrency;Bitcoin
PRO/ETH;"[""Huobi""]";Propy;Ethereum
PRO/USD;"[""Synthetic""]";Propy;US Dollar
PRS/BTC;"[""BigONE""]";PressOne;Bitcoin
PRS/ETH;"[""BigONE""]";PressOne;Ethereum
PRS/USD;"[""BigONE"",""Synthetic""]";PressOne;US Dollar
PRX/USD;"[""Synthetic""]";Printerium;US Dollar
PST/BTC;"[""BigONE"",""OKEx""]";Primas;Bitcoin
PST/ETH;"[""Gate.io""]";Primas;Ethereum
PST/USD;"[""Gate.io"",""OKEx""]";Primas;US Dollar
PSY/BTC;"[""YoBit""]";Psilocybin;Bitcoin
PSY/USD;"[""Synthetic""]";Psilocybin;US Dollar
PTC/BTC;"[""SouthXchange""]";Pesetacoin;Bitcoin
PTC/USD;"[""Synthetic""]";Pesetacoin;US Dollar
PTOY/BTC;"[""Bittrex"",""HitBTC"",""Upbit""]";Patientory;Bitcoin
PTOY/ETH;"[""HitBTC""]";Patientory;Ethereum
PTOY/USD;"[""Synthetic""]";Patientory;US Dollar
PTT/ETH;"[""CoinTiger"",""LBank""]";Proton Token;Ethereum
PTT/USD;"[""Synthetic""]";Proton Token;US Dollar
PULSE/BTC;"[""YoBit""]";Pulse;Bitcoin
PULSE/USD;"[""Synthetic""]";Pulse;US Dollar
PURE/USD;"[""Synthetic""]";Pure;US Dollar
PUT/USD;"[""Livecoin""]";PutinCoin;US Dollar
PX/BTC;"[""YoBit""]";PX;Bitcoin
PXI/BTC;"[""YoBit""]";Prime-XI;Bitcoin
PXI/USD;"[""Synthetic""]";Prime-XI;US Dollar
PX/USD;"[""Synthetic""]";PX;US Dollar
PZM/BTC;"[""BTC-Alpha"",""Hotbit""]";PRIZM;Bitcoin
PZM/ETH;"[""Hotbit""]";PRIZM;Ethereum
PZM/RUB;"[""PrizmBit""]";PRIZM;Russian Ruble
PZM/USD;"[""BTC-Alpha"",""Hotbit"",""PrizmBit""]";PRIZM;US Dollar
Q2C/USD;"[""Synthetic""]";QubitCoin;US Dollar
QASH/AUD;"[""QUOINE""]";QASH;Australian Dollar
QASH/BTC;"[""Gate.io"",""Hotbit"",""Huobi"",""QUOINE""]";QASH;Bitcoin
QASH/ETH;"[""Gate.io"",""Hotbit"",""Huobi"",""QUOINE""]";QASH;Ethereum
QASH/EUR;"[""QUOINE""]";QASH;Euro
QASH/JPY;"[""QUOINE""]";QASH;Japanese Yen
QASH/KRW;"[""GOPAX""]";QASH;Korean Won
QASH/SGD;"[""QUOINE""]";QASH;Singapore Dollar
QASH/USD;"[""Bitfinex"",""Ethfinex"",""Gate.io"",""QUOINE""]";QASH;US Dollar
QAU/USD;"[""Synthetic""]";Quantum;US Dollar
QBC/BTC;"[""YoBit""]";Quebecoin;Bitcoin
QBC/USD;"[""Synthetic""]";Quebecoin;US Dollar
QBIT/BTC;"[""p2pb2b""]";Qubitica;Bitcoin
QBIT/ETH;"[""p2pb2b""]";Qubitica;Ethereum
QBIT/USD;"[""p2pb2b""]";Qubitica;US Dollar
QBT/ETH;"[""Gate.io""]";Qbao;Ethereum
QBT/USD;"[""Gate.io""]";Qbao;US Dollar
QKC/BTC;"[""Binance"",""Bitrue"",""Kucoin""]";QuarkChain;Bitcoin
QKC/ETH;"[""Binance"",""Gate.io"",""Hotbit"",""Kucoin""]";QuarkChain;Ethereum
QKC/KRW;"[""Upbit""]";QuarkChain;Korean Won
QKC/USD;"[""DragonEX"",""Gate.io""]";QuarkChain;US Dollar
QKC/XRP;"[""Bitrue""]";QuarkChain;XRP
QLC/BTC;"[""Binance"",""Gate.io""]";QLINK;Bitcoin
QLC/ETH;"[""Binance"",""Gate.io""]";QLINK;Ethereum
QLC/USD;"[""Gate.io"",""Synthetic""]";QLINK;US Dollar
QNT/BTC;"[""Bittrex"",""Hotbit""]";Quant;Bitcoin
QNT/ETH;"[""Hotbit"",""IDEX""]";Quant;Ethereum
QNT/USD;"[""Synthetic""]";Quant;US Dollar
QRK/USD;"[""Synthetic""]";Quark;US Dollar
QRL/BTC;"[""Bittrex"",""Upbit""]";Quantum Resistant...;Bitcoin
QRL/USD;"[""Synthetic""]";Quantum Resistant...;US Dollar
QSP/BTC;"[""Binance"",""Huobi""]";Quantstamp;Bitcoin
QSP/ETH;"[""Binance"",""Gate.io""]";Quantstamp;Ethereum
QSP/USD;"[""Gate.io""]";Quantstamp;US Dollar
QTUM/AUD;"[""Synthetic""]";Qtum;Australian Dollar
QTUM/BTC;"[""Binance"",""Bittrex"",""COINEGG""]";Qtum;Bitcoin
QTUM/CAD;"[""Synthetic""]";Qtum;Canadian Dollar
QTUM/CNY;"[""Synthetic""]";Qtum;Chinese Yuan
QTUM/ETH;"[""BitMart"",""Bittrex"",""HitBTC"",""OKEx""]";Qtum;Ethereum
QTUM/EUR;"[""Kraken""]";Qtum;Euro
QTUM/HKD;"[""Synthetic""]";Qtum;Hong Kong Dollar
QTUM/ILS;"[""Synthetic""]";Qtum;Israeli Shekel
QTUM/INR;"[""Synthetic""]";Qtum;Indian Rupee
QTUM/JPY;"[""Bitbank""]";Qtum;Japanese Yen
QTUM/KRW;"[""Bithumb"",""Coinone"",""Upbit""]";Qtum;Korean Won
QTUM/MXN;"[""Synthetic""]";Qtum;Mexican Peso
QTUM/MYR;"[""Synthetic""]";Qtum;Malaysian Ringgit
QTUM/PLN;"[""Synthetic""]";Qtum;Polish Zloty
QTUM/RUB;"[""Synthetic""]";Qtum;Russian Ruble
QTUM/SAR;"[""Synthetic""]";Qtum;Saudi Riyal
QTUM/SEK;"[""Synthetic""]";Qtum;Swedish Krona
QTUM/TRY;"[""Synthetic""]";Qtum;Turkish Lira
QTUM/USD;"[""Binance"",""Bitfinex"",""OKEx"",""ZB.COM""]";Qtum;US Dollar
QTUM/VND;"[""Synthetic""]";Qtum;Vietnamese Dong
QTUM/ZAR;"[""Synthetic""]";Qtum;South African Rand
QUAN/BTC;"[""TradeOgre""]";Quantis Network;Bitcoin
QUAN/USD;"[""Synthetic""]";Quantis Network;US Dollar
QUN/BTC;"[""Huobi"",""OKEx""]";QunQun;Bitcoin
QUN/ETH;"[""Huobi""]";QunQun;Ethereum
QUN/USD;"[""OKEx""]";QunQun;US Dollar
QWARK/USD;"[""Synthetic""]";Qwark;US Dollar
RADS/BTC;"[""Bittrex""]";Radium;Bitcoin
RADS/USD;"[""Synthetic""]";Radium;US Dollar
RAIN/USD;"[""Synthetic""]";Condensate;US Dollar
RBIES/BTC;"[""YoBit""]";Rubies;Bitcoin
RBIES/USD;"[""Synthetic""]";Rubies;US Dollar
RBT/BTC;"[""YoBit""]";Rimbit;Bitcoin
R/BTC;"[""Kucoin"",""YoBit""]";Revain;Bitcoin
RBT/USD;"[""Synthetic""]";Rimbit;US Dollar
RBY/BTC;"[""YoBit""]";Rubycoin;Bitcoin
RBY/USD;"[""Synthetic""]";Rubycoin;US Dollar
RCN/BTC;"[""Binance"",""Bittrex"",""Huobi"",""Upbit""]";Ripio Credit Network;Bitcoin
RCN/ETH;"[""Gate.io""]";Ripio Credit Network;Ethereum
RCN/USD;"[""Gate.io""]";Ripio Credit Network;US Dollar
RC/USD;"[""Synthetic""]";RussiaCoin;US Dollar
RDD/BTC;"[""Bittrex"",""YoBit""]";ReddCoin;Bitcoin
RDD/USD;"[""Synthetic""]";ReddCoin;US Dollar
RDN/BTC;"[""Binance"",""Exrates"",""Huobi""]";Raiden Network Token;Bitcoin
RDN/ETH;"[""Bibox"",""Gate.io""]";Raiden Network Token;Ethereum
RDN/USD;"[""Gate.io""]";Raiden Network Token;US Dollar
REAL/BNT;"[""Bancor Network""]";REAL;Bancor
REAL/USD;"[""Synthetic""]";REAL;US Dollar
REC/BTC;"[""YoBit""]";Regalcoin;Bitcoin
REC/USD;"[""YoBit""]";Regalcoin;US Dollar
RED/USD;"[""Synthetic""]";RedCoin;US Dollar
REGA/USD;"[""Synthetic""]";Regacoin;US Dollar
REM/BTC;"[""BTC-Alpha"",""Hotbit""]";Remme;Bitcoin
REM/ETH;"[""Gate.io"",""Hotbit"",""IDEX""]";Remme;Ethereum
REM/USD;"[""BTC-Alpha"",""Gate.io"",""Synthetic""]";Remme;US Dollar
REN/BTC;"[""Binance"",""Huobi""]";Ren;Bitcoin
REN/ETH;"[""Huobi"",""IDEX""]";Ren;Ethereum
REN/USD;"[""Binance"",""Synthetic""]";Ren;US Dollar
REOSC/USD;"[""Synthetic""]";REOSC;US Dollar
REP/BTC;"[""Binance"",""Bittrex"",""Coinbase Pro"",""HitBTC""]";Augur;Bitcoin
REP/ETH;"[""Binance"",""Bittrex"",""HitBTC"",""Kraken""]";Augur;Ethereum
REP/EUR;"[""Kraken""]";Augur;Euro
REP/KRW;"[""Bithumb"",""Upbit""]";Augur;Korean Won
REP/USD;"[""Bibox"",""Coinbase Pro"",""HitBTC"",""Poloniex""]";Augur;US Dollar
REQ/BTC;"[""Binance"",""Huobi"",""Kucoin""]";Request;Bitcoin
REQ/ETH;"[""Gate.io"",""Huobi"",""Kucoin"",""Mercatox""]";Request;Ethereum
REQ/KRW;"[""GOPAX""]";Request;Korean Won
REQ/USD;"[""Gate.io""]";Request;US Dollar
RFR/BTC;"[""Bittrex"",""Upbit""]";Refereum;Bitcoin
RFR/ETH;"[""Gate.io""]";Refereum;Ethereum
RFR/KRW;"[""Upbit""]";Refereum;Korean Won
RFR/USD;"[""Gate.io""]";Refereum;US Dollar
RHOC/ETH;"[""Hotbit""]";RChain;Ethereum
RHOC/USD;"[""Synthetic""]";RChain;US Dollar
RICHX/BTC;"[""YoBit""]";RichCoin;Bitcoin
RICHX/USD;"[""Synthetic""]";RichCoin;US Dollar
RIC/USD;"[""Synthetic""]";Riecoin;US Dollar
RIDE/BTC;"[""YoBit""]";Ride My Car;Bitcoin
RIDE/USD;"[""Synthetic""]";Ride My Car;US Dollar
RIDE/WAVES;"[""YoBit""]";Ride My Car;Waves
RISE/BTC;"[""YoBit""]";Rise;Bitcoin
RISE/USD;"[""Synthetic""]";Rise;US Dollar
RIYA/USD;"[""Synthetic""]";Etheriya;US Dollar
RKC/USD;"[""Synthetic""]";Royal Kingdom Coin;US Dollar
RLC/BTC;"[""Binance"",""Bittrex"",""HitBTC"",""Upbit""]";iExec RLC;Bitcoin
RLC/ETH;"[""Binance"",""Gate.io""]";iExec RLC;Ethereum
RLC/USD;"[""Ethfinex"",""Gate.io""]";iExec RLC;US Dollar
RLT/BTC;"[""Livecoin""]";RouletteToken;Bitcoin
RLT/USD;"[""Synthetic""]";RouletteToken;US Dollar
RMC/USD;"[""Synthetic""]";Russian Miner Coin;US Dollar
RMT/USD;"[""Synthetic""]";SureRemit;US Dollar
RMT/XLM;"[""Stellarport""]";SureRemit;Stellar
RNS/USD;"[""Synthetic""]";Renos;US Dollar
RNTB/USD;"[""YoBit""]";BitRent;US Dollar
RNT/USD;"[""OKEx""]";OneRoot Network;US Dollar
ROC/USD;"[""Synthetic""]";Rasputin Online Coin;US Dollar
RONc/BTC;"[""BitForex""]";RON;Bitcoin
RONc/USD;"[""Synthetic""]";RON;US Dollar
ROOBEE/BTC;"[""BitForex"",""Exmo"",""HitBTC""]";ROOBEE;Bitcoin
ROOBEE/USD;"[""Synthetic""]";ROOBEE;US Dollar
ROOFS/USD;"[""Synthetic""]";Roofs;US Dollar
ROYAL/BTC;"[""YoBit""]";RoyalCoin;Bitcoin
ROYAL/USD;"[""Synthetic""]";RoyalCoin;US Dollar
RPC/BTC;"[""YoBit""]";RonPaulCoin;Bitcoin
RPC/USD;"[""Synthetic""]";RonPaulCoin;US Dollar
RSGP/BTC;"[""YoBit""]";RSGPcoin;Bitcoin
RSGP/USD;"[""Synthetic""]";RSGPcoin;US Dollar
RSR/BTC;"[""Binance""]";Reserve Rights;Bitcoin
RSR/USD;"[""Binance"",""Huobi""]";Reserve Rights;US Dollar
RUBIT/BTC;"[""YoBit""]";RubleBit;Bitcoin
RUBIT/USD;"[""Synthetic""]";RubleBit;US Dollar
RUFF/BTC;"[""Gate.io"",""Huobi""]";Ruff;Bitcoin
RUFF/ETH;"[""Gate.io"",""Huobi""]";Ruff;Ethereum
RUFF/USD;"[""Gate.io"",""Huobi""]";Ruff;US Dollar
RUNE/BNB;"[""Binance""]";THORChain;Binance Coin
RUNE/BTC;"[""Binance""]";THORChain;Bitcoin
RUNE/USD;"[""Binance"",""BitMax"",""MXC""]";THORChain;US Dollar
RUNNERS/USD;"[""Synthetic""]";Runners;US Dollar
RUP/BTC;"[""YoBit""]";Rupee;Bitcoin
RUP/USD;"[""YoBit""]";Rupee;US Dollar
RUPX/USD;"[""Synthetic""]";Rupaya;US Dollar
R/USD;"[""Synthetic""]";Revain;US Dollar
RVN/BCH;"[""CoinEx""]";Ravencoin;Bitcoin Cash
RVN/BNB;"[""Binance""]";Ravencoin;Binance Coin
RVN/BTC;"[""Binance"",""BitForex"",""Bittrex"",""Upbit""]";Ravencoin;Bitcoin
RVN/TRY;"[""Paribu""]";Ravencoin;Turkish Lira
RVN/USD;"[""Binance"",""Bittrex"",""Upbit""]";Ravencoin;US Dollar
RYO/BTC;"[""Crex24"",""TradeOgre""]";Ryo Currency;Bitcoin
RYO/USD;"[""Synthetic""]";Ryo Currency;US Dollar
SAFEX/USD;"[""Synthetic""]";Safe Exchange Coin;US Dollar
SAGA/USD;"[""Synthetic""]";SagaCoin;US Dollar
SALT/BTC;"[""Huobi""]";SALT;Bitcoin
SALT/ETH;"[""Gate.io""]";SALT;Ethereum
SALT/USD;"[""Gate.io""]";SALT;US Dollar
SAN/BTC;"[""Bitfinex""]";Santiment Network...;Bitcoin
SANDG/USD;"[""Synthetic""]";Save and Gain;US Dollar
SAN/ETH;"[""Bitfinex""]";Santiment Network...;Ethereum
SAN/USD;"[""Bitfinex""]";Santiment Network...;US Dollar
SBDR/KRW;"[""Upbit""]";Steem Dollars;Korean Won
SBDR/USD;"[""Synthetic""]";Steem Dollars;US Dollar
SBTC/BTC;"[""COINEGG"",""Gate.io"",""Huobi"",""OKEx""]";Super Bitcoin;Bitcoin
SBTC/USD;"[""Gate.io"",""YoBit""]";Super Bitcoin;US Dollar
SC/BNB;"[""Binance""]";Siacoin;Binance Coin
SC/BTC;"[""Binance"",""HitBTC"",""Huobi"",""Poloniex""]";Siacoin;Bitcoin
SC/ETH;"[""Binance"",""Bittrex"",""Huobi""]";Siacoin;Ethereum
SC/EUR;"[""Kraken""]";Siacoin;Euro
SC/KRW;"[""Upbit""]";Siacoin;Korean Won
SCL/BTC;"[""YoBit""]";Social;Bitcoin
SCL/USD;"[""YoBit""]";Social;US Dollar
SCORE/USD;"[""Synthetic""]";Scorecoin;US Dollar
SCRL/USD;"[""Synthetic""]";SCRL;US Dollar
SCRM/ETH;"[""Hotbit""]";Scorum Coins;Ethereum
SCRM/USD;"[""Synthetic""]";Scorum Coins;US Dollar
SCRT/BTC;"[""YoBit""]";SecretCoin;Bitcoin
SCRT/USD;"[""Synthetic""]";SecretCoin;US Dollar
SCS/BTC;"[""YoBit""]";Speedcash;Bitcoin
SCS/USD;"[""Synthetic""]";Speedcash;US Dollar
SCT/USD;"[""Synthetic""]";Soma;US Dollar
SC/USD;"[""Binance"",""Synthetic"",""Upbit""]";Siacoin;US Dollar
SDC/BTC;"[""YoBit""]";ShadowCash;Bitcoin
SDC/USD;"[""Synthetic""]";ShadowCash;US Dollar
SDP/BTC;"[""YoBit""]";SydPak;Bitcoin
SDP/USD;"[""Synthetic""]";SydPak;US Dollar
SDRN/USD;"[""Synthetic""]";Senderon;US Dollar
SEELE/BTC;"[""CoinEx""]";Seele;Bitcoin
SEELE/ETH;"[""CoinEx""]";Seele;Ethereum
SEELE/USD;"[""CoinEx"",""Synthetic""]";Seele;US Dollar
SEQ/USD;"[""Synthetic""]";Sequence;US Dollar
SFC/USD;"[""Synthetic""]";Solarflarecoin;US Dollar
SHA/USD;"[""Synthetic""]";SHACoin;US Dollar
SHDW/BTC;"[""YoBit""]";Shadow Token;Bitcoin
SHDW/USD;"[""Synthetic""]";Shadow Token;US Dollar
SHELL/BTC;"[""YoBit""]";ShellCoin;Bitcoin
SHELL/USD;"[""Synthetic""]";ShellCoin;US Dollar
SHIB/EUR;"[""Synthetic""]";SHIBA INU;Euro
SHIB/USD;"[""Binance"",""Gate.io"",""Huobi""]";SHIBA INU;US Dollar
SHIP/BTC;"[""HitBTC""]";ShipChain;Bitcoin
SHIP/USD;"[""Synthetic""]";ShipChain;US Dollar
SHORTY/BTC;"[""YoBit""]";Shorty;Bitcoin
SHORTY/USD;"[""Synthetic""]";Shorty;US Dollar
SHOW/BTC;"[""BigONE""]";Show;Bitcoin
SHOW/USD;"[""Synthetic""]";Show;US Dollar
SH/USD;"[""Synthetic""]";Shilling;US Dollar
SIB/BTC;"[""Bittrex"",""Upbit"",""YoBit""]";SIBCoin;Bitcoin
SIB/USD;"[""Synthetic""]";SIBCoin;US Dollar
SIFT/USD;"[""Synthetic""]";Smart Investment Fund Token;US Dollar
SIGMA/USD;"[""Synthetic""]";SIGMAcoin;US Dollar
SIGT/BTC;"[""YoBit""]";Signatum;Bitcoin
SIGT/USD;"[""Synthetic""]";Signatum;US Dollar
SINS/BTC;"[""Crex24""]";SafeInsure;Bitcoin
SINS/USD;"[""Synthetic""]";SafeInsure;US Dollar
SISA/USD;"[""Synthetic""]";SISA;US Dollar
SJCX/JPY;"[""Zaif""]";Storjcoin X;Japanese Yen
SJCX/USD;"[""Synthetic""]";Storjcoin X;US Dollar
SKB/ETH;"[""Mercatox""]";Sakura Bloom;Ethereum
SKB/USD;"[""Synthetic""]";Sakura Bloom;US Dollar
SKC/USD;"[""Synthetic""]";Skeincoin;US Dollar
SKIN/ETH;"[""Mercatox""]";SkinCoin;Ethereum
SKIN/USD;"[""Synthetic""]";SkinCoin;US Dollar
SKM/BTC;"[""Hotbit"",""Huobi""]";Skrumble Network;Bitcoin
SKM/ETH;"[""Gate.io"",""Hotbit"",""LBank""]";Skrumble Network;Ethereum
SKM/USD;"[""Gate.io"",""Huobi""]";Skrumble Network;US Dollar
SKM/USD;"[""Synthetic""]";Skrumble-Network;US Dollar
SKR/USD;"[""Synthetic""]";Sakuracoin;US Dollar
SKULL/USD;"[""Synthetic""]";Pirate Blocks;US Dollar
SKY/BTC;"[""Binance"",""LBank""]";Skycoin;Bitcoin
SKY/USD;"[""Synthetic""]";Skycoin;US Dollar
SLEVIN/USD;"[""Synthetic""]";Slevin;US Dollar
SLFI/USD;"[""Synthetic""]";Selfiecoin;US Dollar
SLING/BTC;"[""YoBit""]";Sling;Bitcoin
SLING/USD;"[""Synthetic""]";Sling;US Dollar
SLOTH/USD;"[""Synthetic""]";Slothcoin;US Dollar
SLS/BTC;"[""Bittrex"",""YoBit""]";SaluS;Bitcoin
SLS/USD;"[""Synthetic""]";SaluS;US Dollar
SLV/BNB;"[""Binance DEX""]";Silverway;Binance Coin
SLV/USD;"[""Synthetic""]";Silverway;US Dollar
SMART/BTC;"[""Exmo"",""HitBTC""]";SmartCash;Bitcoin
SMART/ETH;"[""HitBTC""]";SmartCash;Ethereum
SMART/EUR;"[""Exmo""]";SmartCash;Euro
SMART/RUB;"[""Exmo""]";SmartCash;Russian Ruble
SMART/USD;"[""Exmo"",""HitBTC"",""Synthetic""]";SmartCash;US Dollar
SMC/BTC;"[""YoBit""]";SmartCoin;Bitcoin
SMC/USD;"[""Synthetic""]";SmartCoin;US Dollar
SMT/BTC;"[""Huobi""]";SmartMesh;Bitcoin
SMT/ETH;"[""Gate.io"",""Huobi""]";SmartMesh;Ethereum
SMT/USD;"[""Gate.io""]";SmartMesh;US Dollar
SNC/BTC;"[""HitBTC"",""Huobi"",""OKEx"",""YoBit""]";SunContract;Bitcoin
SNC/ETH;"[""HitBTC"",""Huobi""]";SunContract;Ethereum
SNC/USD;"[""YoBit""]";SunContract;US Dollar
SND/USD;"[""Synthetic""]";Sand Coin;US Dollar
SNGLS/BTC;"[""Binance"",""HitBTC""]";SingularDTV;Bitcoin
SNGLS/USD;"[""Synthetic""]";SingularDTV;US Dollar
SNL/BTC;"[""Crex24""]";Sport AND Leisure;Bitcoin
SNL/ETH;"[""Crex24"",""EtherFlyer""]";Sport AND Leisure;Ethereum
SNL/USD;"[""Synthetic""]";Sport and Leisure;US Dollar
SNM/BTC;"[""Binance"",""YoBit""]";SONM;Bitcoin
SNM/USD;"[""Synthetic""]";SONM;US Dollar
SNRG/USD;"[""Synthetic""]";Synergy;US Dollar
SNT/BTC;"[""Binance"",""Bittrex"",""Huobi"",""Kucoin""]";Status;Bitcoin
SNT/ETH;"[""Binance"",""Bittrex"",""Kucoin""]";Status;Ethereum
SNT/KRW;"[""Upbit""]";Status;Korean Won
SNTR/ETH;"[""IDEX""]";Silent Notary;Ethereum
SNTR/USD;"[""Synthetic""]";Silent Notary;US Dollar
SNT/USD;"[""Gate.io"",""Huobi"",""ZB.COM""]";Status;US Dollar
SNTVT/BTC;"[""Hotbit""]";Sentivate;Bitcoin
SNTVT/ETH;"[""Hotbit"",""Kucoin"",""STEX""]";Sentivate;Ethereum
SNTVT/USD;"[""Synthetic""]";Sentivate;US Dollar
SNX/BTC;"[""Binance""]";Synthetix;Bitcoin
SNX/BTC;"[""Kucoin""]";Synthetix Network Token;Bitcoin
SNX/ETH;"[""Kucoin""]";Synthetix Network Token;Ethereum
SNX/EUR;"[""Coinbase Pro"",""Kraken""]";Synthetix;Euro
SNX/TRY;"[""BTCTurk""]";Synthetix;Turkish Lira
SNX/USD;"[""Binance"",""Coinbase Pro"",""Huobi""]";Synthetix;US Dollar
SNX/USD;"[""Kucoin""]";Synthetix Network Token;US Dollar
SOAR/USD;"[""Synthetic""]";Soarcoin;US Dollar
SOC/BTC;"[""Huobi"",""OKEx""]";All Sports;Bitcoin
SOCC/USD;"[""Synthetic""]";SocialCoin;US Dollar
SOC/USD;"[""Huobi"",""OKEx""]";All Sports;US Dollar
SOIL/USD;"[""Synthetic""]";SOILcoin;US Dollar
SOL/BNB;"[""Binance""]";Solana;Binance Coin
SOL/BTC;"[""Binance"",""Hotbit""]";Solana;Bitcoin
SOLO/USD;"[""CoinField""]";Sologenic;US Dollar
SOL/USD;"[""Bilaxy"",""Hotbit""]";Solana;US Dollar
SOLVE/BTC;"[""Bittrex"",""Kucoin"",""Upbit""]";SOLVE;Bitcoin
SOLVE/ETH;"[""Bittrex""]";SOLVE;Ethereum
SOLVE/USD;"[""Synthetic""]";SOLVE;US Dollar
SONG/BTC;"[""YoBit""]";SongCoin;Bitcoin
SONG/USD;"[""Synthetic""]";SongCoin;US Dollar
SOUL/BTC;"[""Hotbit"",""Kucoin""]";Phantasma;Bitcoin
SOUL/ETH;"[""Hotbit"",""Kucoin""]";Phantasma;Ethereum
SOUL/NEO;"[""Switcheo Network""]";Phantasma;NEO
SOUL/USD;"[""Gate.io""]";Phantasma;US Dollar
SPANK/USD;"[""Ethfinex""]";SpankChain;US Dollar
SPC/BTC;"[""Bittrex"",""Upbit""]";SpaceChain;Bitcoin
SPC/USD;"[""Synthetic""]";SpaceChain;US Dollar
SPEX/USD;"[""Synthetic""]";SproutsExtreme;US Dollar
SPF/BTC;"[""Livecoin""]";SportyCo;Bitcoin
SPF/USD;"[""Synthetic""]";SportyCo;US Dollar
SPHR/BTC;"[""Bittrex""]";Sphere;Bitcoin
SPHR/USD;"[""Synthetic""]";Sphere;US Dollar
SPORT/USD;"[""Synthetic""]";SportsCoin;US Dollar
SPR/BTC;"[""YoBit""]";SpreadCoin;Bitcoin
SPR/USD;"[""Synthetic""]";SpreadCoin;US Dollar
SPT/BTC;"[""YoBit""]";Spots;Bitcoin
SPT/USD;"[""Synthetic""]";Spots;US Dollar
SRCOIN/ETH;"[""Coinbene""]";SRCOIN;Ethereum
SRCOIN/USD;"[""Synthetic""]";SRCOIN;US Dollar
SRC/USD;"[""Synthetic""]";SecureCoin;US Dollar
SREUR/USD;"[""p2pb2b""]";SocialRemit;US Dollar
SRM/BNB;"[""Binance""]";Serum;Binance Coin
SRM/BTC;"[""Binance""]";Serum;Bitcoin
SRM/USD;"[""Binance""]";Serum;US Dollar
SRN/BTC;"[""Bittrex"",""Huobi"",""Upbit""]";SIRIN LABS Token;Bitcoin
SRN/ETH;"[""Bittrex"",""Huobi""]";SIRIN LABS Token;Ethereum
SRN/KRW;"[""Upbit""]";SIRIN LABS Token;Korean Won
SRN/USD;"[""Synthetic""]";SIRIN LABS Token;US Dollar
SS/BTC;"[""Hotbit""]";Sharder;Bitcoin
SS/ETH;"[""Hotbit"",""IDEX""]";Sharder;Ethereum
SSS/USD;"[""Synthetic""]";Sharechain;US Dollar
SS/USD;"[""Synthetic""]";Sharder;US Dollar
STAR/ETH;"[""HitBTC""]";Starbase;Ethereum
STARS/USD;"[""Synthetic""]";StarCash Network;US Dollar
START/BTC;"[""YoBit""]";Startcoin;Bitcoin
START/USD;"[""Synthetic""]";Startcoin;US Dollar
STAR/USD;"[""Synthetic""]";Starbase;US Dollar
STCN/USD;"[""Synthetic""]";Stakecoin;US Dollar
STC/USD;"[""Bit-Z""]";StarChain;US Dollar
STEEM/BNB;"[""Binance""]";Steem;Binance Coin
STEEM/BTC;"[""Binance"",""Bittrex"",""Upbit""]";Steem;Bitcoin
STEEM/ETH;"[""Binance""]";Steem;Ethereum
STEEM/KRW;"[""Upbit""]";Steem;Korean Won
STEEM/USD;"[""Synthetic""]";Steem;US Dollar
STEEP/USD;"[""Synthetic""]";SteepCoin;US Dollar
STEPS/USD;"[""Synthetic""]";Steps;US Dollar
STM/ETH;"[""Mercatox""]";Streamity;Ethereum
STM/USD;"[""Synthetic""]";Streamity;US Dollar
STN/USD;"[""Synthetic""]";Steneum Coin;US Dollar
STORJ/BTC;"[""Binance"",""Bittrex"",""Coinbene"",""Huobi""]";Storj;Bitcoin
STORJ/ETH;"[""Binance"",""Gate.io"",""OKEx""]";Storj;Ethereum
STORJ/KRW;"[""Upbit""]";Storj;Korean Won
STORJ/USD;"[""Gate.io"",""Huobi"",""OKEx""]";Storj;US Dollar
STORM/BNB;"[""Binance""]";Storm;Binance Coin
STORM/BTC;"[""Binance"",""HitBTC""]";Storm;Bitcoin
STORM/ETH;"[""Binance""]";Storm;Ethereum
STORM/USD;"[""Binance"",""Synthetic""]";Storm;US Dollar
STQ/ETH;"[""YoBit""]";Storiqa;Ethereum
